title,address,website,phone,profiles
"Super Speciality Block, SGRH","22/1, Sarhadi Gandhi Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060",http://www.sgrh.com/,011 2575 0000,
Westend Hospital,"11/72 Near Allahabad Bank, Tilak Nagar, New Delhi, Delhi 110018",#,011 2599 1339,
"Maharaja Agrasen Hospital, Dwarka","H3VH+C7Q, Pocket 4, Sector 1 Dwarka, Dwarka, New Delhi, Delhi 110075",#,070421 29624,<br/>https://www.facebook.com/mahdwarka/
Chandraleela Hospital,"P -12-13, Vijay Vihar, Uttam Nagar East, Uttam Nagar, New Delhi, Delhi 110059",#,098184 56943,
Vikas Hospital Private Limited,"1629–H, Thana Road, Najafgarh, New Delhi, Delhi 110043",http://vikashospital.com/,087440 77882,<br/>https://www.facebook.com/vikashospital.vhpl/
RS Grover Hospital,"B-243, Priyadarshini Vihar, Priya Priyadarshini Vihar, Laxmi Nagar, New Delhi, Delhi 110092",http://rsgroverhospital.com/,011 4505 4901,<br/>https://in.linkedin.com/in/arun-kumar-425a535a
Vinayak Hospital,"Derawal Nagar, Gujranwala Town, New Delhi, Delhi 110009",#,099904 55555,
Parth Hospital,"Ranhola Rd, near MLA office, Vikas Nagar, Uttam Nagar, Hastsal, New Delhi, Delhi 110059",https://parth-hospital-general-hospital.business.site/?utm_source=gmb&utm_medium=referral,099117 18586,<br/>https://www.facebook.com/PARTHHospitalDWARKAmor/
Shree Jeewan Hospital,"67/1, New Rohtak Rd, Block 67, Karol Bagh, New Delhi, Delhi 110005",http://www.shreejeewanhospital.com/,011 2368 2780,<br/>https://in.linkedin.com/in/shree-jeewan-hospital-60569789
Rosewalk Healthcare,"N-88, Panchsheel Marg, Block N, Panchsheel Park North, Panchsheel Park, New Delhi, Delhi 110049",http://www.rosewalk.com/,011 4844 6666,<br/>https://mobile.twitter.com/rosewalkinfo<br/>https://www.instagram.com/rosewalkhealthcare/<br/>https://in.linkedin.com/company/rosewalk-healthcare-pvt-ltd
"Khanna Hospital: Dr. Vivek Khanna, General & Laparoscopic Surgeon","C-2/396, Pankha Rd, C4 D Block, Janakpuri, New Delhi, Delhi 110058",#,011 2550 1713,
Delhi Cantonment General Hospital,"Sadar Bazar Rd, opposite Police Station, Kabul Lines, Delhi Cantonment, New Delhi, Delhi 110010",http://www.cbdelhi.in/,011 2338 6982,
"Ujala Cygnus: Sonia Hospital, Nangloi","1, Rohtak Rd, Gulshan Park, Nangloi, Delhi, 110041",https://ujalacygnus.com/,087500 60177,<br/>https://www.facebook.com/UCHNANGLOI/<br/>https://in.linkedin.com/in/santosh-gehlot-59650786
CM Patel Hospital - Best Hospital in Shahdara,"E-7, Main 100 Feet Rd, West Jyoti Nagar, Jyoti Nagar West, Block A, Jyoti Nagar, Shahdara, Extension, Delhi 110094",http://www.cmpatelhospital.com/,098108 69200,
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
Jag Pravesh Chandra Hospital,"Panduk Shila Marg, near Northern Engineering College, Shastri Park, Shahdara, New Delhi, Delhi 110053",#,011 2218 4453,<br/>https://in.linkedin.com/in/dr-pankaj-kumar-50782410
Sir Ganga Ram Hospital,"Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, New Rajinder Nagar, New Delhi, Delhi 110060",http://www.sgrh.com/,011 4225 4000,<br/>https://mobile.twitter.com/sgrhindia<br/>https://www.facebook.com/OfficialSGRH/
Apex Hospital,"E-22, Goswami Girdhari Lal Marg, Block E, Naraina Vihar, Naraina, New Delhi, Delhi 110028",http://www.apexhospital.net/,011 4237 1367,
Hospital,"J77Q+8WQ, Sarita Vihar, Mathura Rd, Mayur Vihar Phase I, Patparganj, New Delhi, Delhi 110076",#,011 2692 5858,
Sama Hospital,"Sama Hospital, 8, Siri Fort Rd, New Delhi, Delhi 110049",https://www.samahospital.com/,011 4311 1888,<br/>https://mobile.twitter.com/samahospital<br/>https://www.facebook.com/samahospital/<br/>https://in.linkedin.com/company/samahospital<br/>https://www.instagram.com/samahospital/
Shree Aggarsain International Hospital,"Police Station, PSP Aman Vihar, CH Bhim Singh Nambardar Marg, Sector 22, Rohini, New Delhi, Delhi 110086",https://saih.in/,011 6663 6600,<br/>https://in.linkedin.com/in/shree-aggarsain-international-hospital-654438234?trk=public_profile_browsemap<br/>https://twitter.com/aggarsainshree<br/>https://www.facebook.com/shreeaggarsainintlhospital/<br/>https://www.instagram.com/shreeaggarsainintlhospital/
Gujarmal Modi Hosp & Resch Ctr For Medical Science,"G697+J5P, Mandir Marg Saket, Mandir Marg, New Delhi, Delhi 110017",,,
CHAYAN HOSPITAL,"A-6, Bijwasan Rd, Deenpur, Najafgarh, New Delhi, Delhi 110043",#,087429 91667,<br/>https://www.facebook.com/chayanhospital/
Shri Balaji Hospital,"Shop No. 76, Sharma Colony, Phase 2, Budh Vihar, Delhi, 110086",http://actionhospital.in/,011 4288 8888,
Nijhara Hospital,"7, 10, Chaudhary Deep Chand Marg, Block 3, South Patel Nagar, New Delhi, Delhi 110008",#,098110 75034,
Alshifa Multispeciality Hospital,"D-305, Abul Fazal Enclave Part 1, Abul Fazal Enclave, Jamia Nagar, Okhla, New Delhi, Delhi 110025",https://alshifahospital.net/,090151 63363,<br/>https://www.facebook.com/alshifahospitalokhla/<br/>https://www.instagram.com/alshifahospital/<br/>https://in.linkedin.com/company/alshifa-multi-speciality-ho..<br/>https://mobile.twitter.com/hospitalalshifa
Attar Sain Jain Hospital,"M5J2+R3X, Lawrence Rd, Keshav Puram, Dr Lohia Industrial Area, Patparganj Industrial Area, Shakurpur, New Delhi, Delhi 110035",#,011 2718 8342,
Hospital,"M69C+8C8, Mori Gate Marg, Police Lines, Civil Lines, New Delhi, Delhi 110054",,,
Mohinder Hospital,"Block C, Green Park Extension, Green Park, New Delhi, Delhi 110016",http://www.nhp.gov.in/hospital/mohinder-hospital-south-delhi,011 2651 2800,
Citizen Hospital,"B-2/7- B2, Phase 2, Ashok Vihar, Delhi, 110052",https://www.citizenshospitals.com/,011 2725 1400,
Medanta Mediclinic,"E-18, Block E, Defence Colony, New Delhi, Delhi 110024",https://www.medanta.org/hospitals-near-me/delhi-hospital/south-delhi/,0124 483 4505,
Swasthik hospital | Best hospital in Tilak nagar | Best Orthopedic surgeon in Tilak nagar,"Metro station, 14, opposite ashok nagar, near Tilak Nagar, Block K, Gopal Nagar, Tilak Nagar, New Delhi, Delhi 110018",http://swasthikhospital.in/,098101 97576,
Cygnus MLS Hospitals,"Plot No 4, Main Market, Kanjhawala Rd, Rama Vihar, Sector 38, Rohini, Delhi, 110081",https://ujalacygnus.com/?utm_source=gmb&utm_term=ramavihar,099996 55155,
Swami Dayanand Hospital(General Hospital),"M8H3+976, Shahdara North Zone, C-Block Dilshad Garden, adjacent Landmark : IHBAS cum GTBH, UCMS, New Delhi, Delhi 110095",http://sdnhospital.edu.in/,,<br/>https://www.facebook.com/swamidayanandhospital.mcd/<br/>https://mobile.twitter.com/rdasdnh95<br/>https://in.linkedin.com/in/pravesh-lathiyan-85884a166
Rescue Hospital,"S-5, Sector 3, Near Vishvas Park, Block G, Raja Puri, Matiala, behind Petrol Pump, New Delhi, Delhi 110059",http://www.rescuehospital.in/,097119 60667,
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
Rashmi Hospital,"JP-6, Gopal Mandir Rd, Maurya Enclave, Pitam Pura, Delhi, 110034",,,
Venkateshwar Hospital,"Sector 12 Rd, Sector 18, Sector 18A Dwarka, Dwarka, New Delhi, Delhi 110075",https://www.venkateshwarhospital.com/,011 4855 5555,<br/>https://mobile.twitter.com/venkateshwarhos<br/>https://www.facebook.com/VenkateshwarHospitals/<br/>https://in.linkedin.com/in/shrirajpalsolanki
Deen Dayal Upadhyay Hospital,"J4H6+6WF, Shaheed Mangal Pandey Marg, Nanak Pura, Hari Nagar, New Delhi, Delhi 110064",#,011 2549 4402,<br/>https://in.linkedin.com/in/subodh-gupta-26792255<br/>https://mobile.twitter.com/dduhospital
Kukreja Hospital,"D 36, Block C, Acharya Niketan, Mayur Vihar, New Delhi, Delhi 110091",https://www.kukrejahospital.org/,011 2275 3123,<br/>https://in.linkedin.com/company/kukreja-hospital<br/>https://www.facebook.com/kukrejahospital/
Moolchandra Hospital New Delhi,"H68P+954, Block M, Lajpat Nagar III, Lajpat Nagar, New Delhi, Delhi 110024",,,
Deepan Hospital,"Khasra No:, 139/140, Najafgarh Kapashera Rd, New Delhi, Delhi 110037",,,
MKW Hospital,"No.J-12, Community Centre, Rajouri Garden, Block J, Block V, Subhash Nagar, New Delhi, Delhi 110027",http://mkwhospital.com/,011 4560 9999,<br/>https://in.linkedin.com/company/mkw-hospital---india<br/>https://www.instagram.com/mkwhospital/<br/>https://www.facebook.com/mkwhospitalrajourigarden/
Dr. N.C. Joshi Memorial Hospital,"Joshi Path, near Ajmal Khan Park, Block 63, Karol Bagh, New Delhi, Delhi 110005",http://web.delhi.gov.in/wps/wcm/connect/doit_ncjmh/NCJMH/Home/Contact+Us,011 2362 2498,
"Bhagwan Mahavir Hospital, Rohini","Bhagawan Mahavir Marg near Madhuban Chowk, Sector 14 Extension, Rohini, Delhi, 110085",#,095825 85676,<br/>https://in.linkedin.com/in/bhagwan-mahavir-hospital-rohini?trk=people-guest_people_search-card
Bansal Global Hospital | Delhi NCR | NABH | CGHS,"C-10, near Jahangirpuri Metro Station, Ramgarh, Ramgarh Village, Jahangirpuri, Delhi, 110033",https://www.bansalglobalhospital.com/,011 2763 6400,
Jeewan Hospital,"Metro Station, 2-B, Pusa Road, Next to Karol Bagh, 108, Sadhu Vasvani Marg, opp. Pillar No.-107, Rajinder Nagar, New Delhi, Delhi 110005",https://www.eka.care/doctor/meenakshi-sabharwal?utm_campaign=082022&utm_medium=website&utm_source=gmb,011 4243 0246,<br/>https://in.linkedin.com/company/jeewan-nursing-home-&-hospital---india
Government Hospital,"M3FJ+R2F, Camp No 5, Jwalapuri, Paschim Vihar, New Delhi, Delhi 110087",,,
Phoenix Hospitals,"E60-62, Block E, Hansraj Gupta Rd, Greater Kailash-1, Block E, Greater Kailash I, New Delhi, Delhi 110048",https://www.phoenixhospital.co/,080955 35600,
Bhatia Global Hospital,"307, 308, opposite Central School, Ambica Vihar, Paschim Vihar, New Delhi, Delhi 110087",http://www.bhatiaglobalhospital.com/,011 4977 5977,<br/>https://www.facebook.com/bhatiaglobalhospitals/<br/>https://in.linkedin.com/in/vishakha-narula-ab771049
MGS HOSPITAL,"26, 27, Block C, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi 110026",https://mgshospital.com/,011 4511 1444,<br/>https://www.facebook.com/mgshospital1/<br/>https://in.linkedin.com/in/mgs-hospital-811913213<br/>https://mobile.twitter.com/hospitalmgs
"Private Opd, Holy Family Hospital","Holy Family Hospital, Okhla, New Delhi, Delhi 110065",http://www.hfhdelhi.org/,097168 32485,
Delhi Heart & Lung Institute,"Metro Station R.k. Ashram Marg, 2, Panchkuian Marg, near RK, Type 4, Block B, Aram Bagh, Paharganj, New Delhi, Delhi 110055",http://www.dhli.in/,011 4299 9999,<br/>https://mobile.twitter.com/dhli3mm2<br/>https://www.facebook.com/DelhiHeartandlungInstitute/<br/>https://www.linkedin.com/company/delhi-heart-and-lung-institute
Manav Medicare Centre,"E-11, South Extension Part-1, New Delhi, Delhi 110049",#,011 2461 5909,
"Fortis Flt Lt Rajan Dhall Hospital, Vasant Kunj, New Delhi","Fortis Flt. Lt. Rajan Dhall Hospital, Aruna Asaf Ali Marg, Pocket 1, Sector B, Vasant Kunj, New Delhi, Delhi 110070",https://www.fortishealthcare.com/india/fortis-flt-lt-rajan-dhall-hospital-in-vasant-kunj-delhi,076695 84327,
Behl Hospital,"B-128, B - Block, Naraina Vihar, Naraina, New Delhi, Delhi 110028",https://behl-hospital.business.site/,,
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
Sardar Vallabh Bhai Patel Hospital,"East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",http://web.delhi.gov.in/wps/wcm/connect/doit_svbph/SVBPH/Home/Contact+Us,011 2588 5944,
Jivodaya Hospital proakt physiotherapy department,"Behind deep market ashok vihar Phase 1, New Delhi, Delhi 110052",http://www.jivodayahospital.com/,011 4039 5518,
Sanjay Global Hospital,"C-1970, 1971, Majlis Park Main Rd, near State Bank of India, Jahangirpuri, New Delhi, Delhi 110033",#,098103 95444,
Aarogya Hospital East Delhi,"32, Vikas Marg, Chitra Vihar, Swasthya Vihar, New Delhi, Delhi 110092",https://www.aarogyahospital.com/,093693 00300,
SR Krishna Hospital,"Plot No. 23-24, Near Nawada Metro Station, Matiala Rd, Jain Park, Om Vihar, Uttam Nagar, Delhi, 110059",#,095557 03694,
Sawan Neelu Angel's Hospital,"J-293, Saket Rd, Block J, Saket, New Delhi, Delhi 110017",http://sawanneeluhospital.com/,011 4319 1300,<br/>https://in.linkedin.com/company/sawan-neelu-angels-nursing-..<br/>https://www.facebook.com/SawanNeeluAngelsHospital/
Divya Prastha Hospital,"Main Road Block A, opp. Bagh Wala School, Palam Colony, Raj Nagar I, New Delhi, Delhi 110045",#,087510 02222,<br/>https://mobile.twitter.com/divyaprastha<br/>https://in.linkedin.com/in/divya-prastha-hospital-7b37021b0
RG Stone Urology & Laparoscopy Hospital,"F-12, Block F, East of Kailash, New Delhi, Delhi 110065",#,011 7105 6000,
Guru Gobind Singh Hospital (GGSH),"Sant Nagar Marg, A-2 Block, Virendar Nagar, Block B, West Sant Nagar, Burari, Delhi, 110084",#,095826 00879,
"Metro Hospital & Cancer Institute: Best Cancer Hospital in Delhi Ncr, India","Community Center, 21, Acharya Nagraj Marg, C Block, Preet Vihar, New Delhi, Delhi 110092",http://www.metrohospitals.com/group-hospitals/metro-hospital-cancer-institute-preet-vihar-delhi,011 4928 6666,
Malik Radix Healthcare,"C-217, 218 near Nirman Vihar Metro Station Exit Metro Gate, 4th St, New Delhi, Delhi 110092",http://radixhealthcare.org/,1800 120 5457,<br/>https://www.instagram.com/radixhealthcare/<br/>https://in.linkedin.com/in/radix-healthcare-966534180<br/>https://mobile.twitter.com/radixhealthcare<br/>https://www.facebook.com/radixhealthcare/
Central Hospital,"A-142/1, A-142, Ganesh Nagar, Tilak Nagar, New Delhi, Delhi 110018",http://www.centralhospitalwestdelhi.com/,011 4077 7915,
Jeevan Anmol Hospital,"Patparganj Rd, Pocket 4, Pratap Nagar, Mayur Vihar, Delhi, 110091",https://jeevananmolhospitalmayurviharphase1.business.site/?utm_source=gmb&utm_medium=referral,085276 77688,<br/>https://in.linkedin.com/in/anup-s-149bb0132
"Dharamshila Narayana Superspeciality Hospital, Delhi","Metro Station, Dharamshila marg, Vasundhara Enclave Near Ashok Nagar, Dallupura, New Delhi, Delhi 110096",https://www.narayanahealth.org/hospitals/delhi/dharamshila-narayana-superspeciality-hospital?utm_source=dharamshila-narayana-superspeciality-hospital&utm_medium=GMB_Hospital&utm_campaign=Organic,080675 06880,
Barkat Ram Memorial Hospital,"A1, 54, Main, Hastsal Rd, Block A 1, Uttam Nagar, New Delhi, Delhi 110059",#,099997 43334,
Nirmal Hospital,"243, C-6/241,241, Main, Police Station Rd, Sultanpuri, New Delhi, Delhi 110086",https://delhi.gov.in/,,
Dr. Roshan Lal Hospital,"L-1, Navin Shahdara, Shahdara, New Delhi, Delhi 110032",#,011 2232 4632,
Maheshwari Hospital,"41, Block F 1U, Uttari Pitampura, Pitam Pura, New Delhi, Delhi 110088",http://www.maheshwarihospital.com/,098116 79020,
Madhukar Rainbow Children's Hospital & BirthRight By Rainbow Hospitals,"Metro Station, Geetanjali FC-29 5, near Malviya Nagar, Delhi, 110017",https://www.rainbowhospitals.in/our-centre/delhi/malviya-nagar?utm_source=gmb-listing&utm_medium=organic&utm_campaign=malviya-nagar,093554 00350,
Janakpuri Super Speciality Hospital,"C2B, Janakpuri Lal Sai Mandir Marg Opposite Dussehra ground, New Delhi, Delhi 110058",http://www.jsshs.org/,011 2555 2023,<br/>https://in.linkedin.com/in/lalit-sharma-9620a538?trk=pub-pbmap<br/>https://www.facebook.com/jsshs.org/
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
B K Memorial Hospital,"A-4/22 Paschim Vihar, New Delhi, Delhi 110063",http://www.guptaheartcare.com/,011 2527 2121,
Shri Ram Singh Hospital,"B-25 26 26a, Swarn Cinema Road, East Krishna Nagar, Delhi, 110051",http://srsh.co.in/,011 2200 3244,<br/>https://twitter.com/ram_hospital<br/>https://in.linkedin.com/school/shri-ram-singh-hospital-&-heart-institute/
Mavi Hospital,"B- 2/11, Karawal Nagar Main Rd, Nehru Vihar, Old Mustafabad, New Mustafabad, Delhi, 110094",,,
SRG Hospital .,"205-206, Nangloi - Najafgarh Rd, Kotla Vihar Phase 1, Tilangpur Kotla, New Delhi, Delhi 110041",http://www.srghospital.com/,093122 61860,
Sukhda Hospital,"G6WV+RR3, Chirag Enclave Main Road near Local Shopping Centre, Greater Kailash-1, Block R, Greater Kailash, New Delhi, Delhi 110048",#,098101 12822,<br/>https://in.linkedin.com/company/sukhda-hospital
Dwarka Hospital,"B-92,Pipe Line, Patel Garden, Kakrola, New Delhi, Delhi 110059",#,098993 67038,
Guru Gobind Singh Govt Hospital,"Raghubir Nagar, Tagore Garden Extension, New Delhi, Delhi 110027",http://www.delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Guru+Gobind+Singh+Hospital/,011 2339 2311,
Swasthik Hospital .,"near, Bus Stand A/9, Nangloi - Najafgarh Rd, Shiv Nagar, Najafgarh, New Delhi, Delhi 110043",#,099902 97576,
DELHI MULTI SPECIALITY HOSPITAL,"I-21, Vijay Vihar Phase II, Vijay Vihar, Sector 4, Rohini, Delhi, 110085",http://www.delhimshospital.com/,099997 89099,<br/>https://www.facebook.com/DelhiMShospital/
Hospital,"M35R+696, Block A, Meera Bagh, Paschim Vihar, Delhi, 110087",,,
Spring Meadows Hospital - Multispeciality Hospital in South Delhi,"Block F, F-44, Block F, East of Kailash, New Delhi, Delhi 110065",https://www.springmeadowshospital.com/,085859 31931,<br/>https://in.linkedin.com/company/spring-meadows-hospital<br/>https://www.facebook.com/SpringMeadowsHospitals/
Maharishi Valmiki Hospital,"Government of, Puth Khurd Village, New Delhi, Delhi 110039",http://web.delhi.gov.in/wps/wcm/connect/DOIT_MVH/mvh/home,011 2776 1519,
Sanchet Hospital,"436, Bhera Enclave, Paschim Vihar, New Delhi, Delhi 110087",#,011 2526 0683,<br/>https://in.linkedin.com/in/mukesh-agarwal-profile
Hans Charitable Hospital,"2001-2, Mukherji Nagar Rd, Outram Lines, GTB Nagar, New Delhi, Delhi 110009",http://www.hanshospital.com/,093560 06006,
Mother & Child Hospital,"D-64, Sthal Marg Rd, Block D, Defence Colony, New Delhi, Delhi 110024",#,011 4103 0715,
"Dr Sushma Jindal Hospital, Best IVF Specialist in Delhi, IVF Doctor, IUI/Infertility Treatment, Laparoscopic Surgery Centre","488-15, Dilshad Garden, Near Radha Krishan Mandir, Dilshad Garden, New Delhi, Delhi 110092",http://www.drsushmajindalivf.com/,083750 13250,
Aakash Healthcare Super Speciality Hospital,"Hospital Plot, Road No. 201, Dwarka Sector-3, New Delhi, Delhi 110075",https://www.aakashhealthcare.com/,011 4338 8888,<br/>https://in.linkedin.com/company/aakashcare<br/>https://mobile.twitter.com/aakashhssh<br/>https://www.facebook.com/aakashhealthcare/<br/>https://www.youtube.com/channel/UCSi3HUypMZiZX8gtUNXn2gw
Family Hospital,"B859-870, Avantika, Sector 1, Rohini, New Delhi, Delhi 110085",#,011 2752 1246,
K K Hospital,"2, Inder Enclave, Rohtak Rd, opposite Pillar No. 316, Peera Garhi, New Delhi, Delhi 110087",http://kk-hospital.in/,098910 11075,
Smt Sucheta Kriplani Hospital,"C- 604, Shivaji Stadium Bus Terminal, Shaheed Bhagat Singh Marg, Connaught Place, New Delhi, Delhi 110001",http://lhmc-hosp.gov.in/index.php,011 2336 3728,
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
"Apollo Cradle Maternity & Children's Hospital in Moti Nagar, New Delhi","15 A, Najafgarh Rd, Moti Nagar, Karampura Industrial Area, Moti Nagar, New Delhi, Delhi 110015",https://www.apollocradle.com/our-centres/hospital-in-moti-nagar-delhi/?utm_source=Google&utm_medium=GoogleMap&utm_campaign=GoogleMapMotiNagar,098216 56657,
WUS Health Centre,"Chhatra Marg, Art Faculty, University Enclave, New Delhi, Delhi 110007",http://healthcentre.du.ac.in/,011 2766 7908,
Anand Maya Multi-Speciality Hospital,"A-94, Ramgarh, Block A, Jahangirpuri, New Delhi, Delhi 110033",#,095777 71111,<br/>https://www.facebook.com/anandmayahospitalpvtltd/<br/>https://in.linkedin.com/in/pramod-singh-362873192
Hospital ...,"12/17, Block 12, Sarvapriya Vihar, New Delhi, Delhi 110016",,,
Acharya Shree Bhikshu Hospital,"ACHARYA SHREE BHIKSHU HOSPITAL, Moti Nagar Rd, Moti Nagar, New Delhi, Delhi 110015",http://www.delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Acharya+Shree+Bhikshu+Hospital/,011 2542 3514,
Avantika Hospital,"A-168, MIG, Pocket 00, Sector 2, Rohini, New Delhi, Delhi 110085",http://avantikahealthcare.in/,099994 47978,
OPD,"J6Q8+H8C, Basant Rd, Sidarth Basti, Kaseru Walan, Connaught Place, New Delhi, Delhi 110001",http://dshm.delhi.gov.in/mis/opr/home.aspx,088829 45538,
Hakeem Abdul Hameed Centenary Hospital,"G772+WRX, Guru Ravidas Marg, Block D, Hamdard Nagar, New Delhi, Delhi 110062",http://www.himsr.co.in/,011 2605 9671,<br/>https://in.linkedin.com/in/hahchospital
Lok Clinic & Hospital,"A-2/7, Pankha Rd, Block A2, Janakpuri, New Delhi, Delhi 110058",http://www.lokclinic.in/,011 2562 3689,
Central Hospital,"C-105, Street No. 14, North Ghonda, Delhi, 110053",#,099112 25510,
R.P. Memorial Hospital,"Krishna Mandir, 496, Najafgarh Road Nangloi Near, New Delhi, Delhi 110041",#,011 2594 5859,
Jaipur Golden Hospital,"1St Floor And 2Nd Floor, D12/235, Sector 7, Rohini, Delhi, New Delhi, Delhi 110085",,,
Charak Palika Hospital,"C 7 Ln, Moti Bagh 1, Block F, Moti Bagh, New Delhi, Delhi 110021",http://www.nhp.gov.in/hospital/charak-palika-hospital-south-delhi,011 2611 7879,<br/>https://in.linkedin.com/in/tanvi-rao-3b6bb5176
Dr. Baba Saheb Ambedkar Hospital,"Metro Station, Bhagawan Mahavir Marg, Sector 6 Rd, Rohini, New Delhi, Delhi 110085",http://web.delhi.gov.in/wps/wcm/connect/doit_dbsah/DBSAH/Home/Citizen+Charter/LOCATION,011 2705 8105,<br/>https://in.linkedin.com/in/priyanka-thakur-526745224
LifeLine Hospital,"A-13, Patparganj Rd, near साई बाबा मंदिर, Priyadarshini Vihar, Mohan Park, Laxmi Nagar, New Delhi, Delhi 110092",,,
Goyal Hospital & Urology Centre,"E-4/8, Krishna Nagar, near Lajpat Rai Chowk, New Delhi, Delhi 110051",http://www.goyalhospitals.in/,011 2209 1851,<br/>https://in.linkedin.com/company/goyal-hospital-&-urology-centre
Sanjay Gandhi Memorial Hospital,"S-Block, Near Bus Terminal, Mangolpuri, New Delhi, Delhi 110083",,,<br/>https://www.facebook.com/Sgmhdelhi/
RLKC Hospital & Metro Heart Institute,"Pandav Nagar, Naraina Road, Near Shadipur Metro Station, New Delhi, Delhi 110008",https://www.metrohospitals.com/group-hospitals/rlkc-metro-hospital-heart-institute-pandav-nagar-delhi,011 6131 6666,
Khandelwal Hospital And Urology Center,"B-16, Main Road, East Krishna Nagar, East Krishna Nagar, New Delhi, Delhi 110051",http://www.khuchospital.com/,011 4240 8561,<br/>https://in.linkedin.com/company/khandelwal-hospital
Hospital,"Block G, Green Park Extension, Green Park, New Delhi, Delhi 110016",,,
"Fortis Memorial Research Institute, Gurugram","Sector - 44, Opposite HUDA City Centre, Gurugram, Haryana 122002",https://www.fmri.in/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,0124 496 2200,<br/>https://www.youtube.com/channel/UCYB4voQZk7vGlJac86jIrTA
Delhi hospital,"Near, Lampur Rd, Bankner Village, Narela, Delhi, 110040",#,093069 99599,
Lady Hardinge Hospital (Kalawati Hospital),"Near, Panchkuian Marg, Lady Hardinge Medical College, Shivaji Stadium, Connaught Place, New Delhi, Delhi 110055",http://lhmc-hosp.gov.in/,011 2336 3728,
Hospital Delhi,"P45P+F6W, AP Block, Block RU, Uttari Pitampura, Pitam Pura, New Delhi, Delhi 110034",,,
Konarc Hospital-Best Hospital In Nangloi - Multispecialist Hospital In Nangloi,"9A/1, Naresh Park Main Najafgarh Road, Nangloi, Delhi 110041",https://konarc-hospital.business.site/?utm_source=gmb&utm_medium=referral,,<br/>https://www.facebook.com/Konarc-Hospital-Nangoli-284210592385412/
hospital,"M5CV+RFV, Gulabi Bagh, New Delhi, Delhi 110007",#,088103 65453,
National Heart Institute,"49 50 Community Center, East of Kailash, New Delhi, Delhi 110065",https://www.nationalheartinstitute.com/,011 4660 0700,<br/>https://www.facebook.com/NHIDELHI/
Rathi hospital,"3, Nangloi - Najafgarh Rd, near kali mata mandir, Pratap Vihar, Ranhola, New Delhi, Delhi 110041",https://rathihospitals.com/,098711 73355,<br/>https://www.facebook.com/rathihospitaldelhi/<br/>https://www.linkedin.com/company/rathihospitalnangloi<br/>https://mobile.twitter.com/hospitalrathi
Employees' State Insurance Model Hospital,"M45J+32H, Ring Rd, Block W, Basai Dara pur, Bali Nagar, New Delhi, Delhi 110015",#,011 2510 0664,
Ariston Multispeciality Hospital,"I-1690 Chittaranjan Park, New Delhi, Delhi 110019",#,011 4172 2345,<br/>https://www.facebook.com/aristonhealthcare/
Kapoor medical centre,"E18, opposite Bikanerwala, Block E, Naraina Vihar, Naraina, New Delhi, Delhi 110028",http://www.kmcandambulance.com/,098100 77777,<br/>https://www.facebook.com/KMC.DelhiAmbulanceServices/
PATEL HOSPITAL,"51/4, A Block, Pradhan Enclave, Burari, Delhi, 110084",https://patelhospitalburari.business.site/,098107 13676,
Diyos Hospital,"A1/26, adjacent to Green Fields Public School, Safdarjung Enclave, New Delhi, Delhi 110029",https://diyoshospital.com/,099101 20836,<br/>https://mobile.twitter.com/diyos_health<br/>https://in.linkedin.com/in/diyos-hospital-4586481b5<br/>https://www.facebook.com/diyoshospitalsouthdelhi/
